cell_id,centroid_mean,lon,lat
642,30.122595334774815,-113.0,32.25
643,29.948717646903017,-112.75,32.25
644,30.207513489567926,-112.5,32.25
645,30.18290209551924,-112.25,32.25
646,30.316743064476984,-112.0,32.25
647,30.430280408365295,-111.75,32.25
648,30.31501997022021,-111.5,32.25
649,30.394680440170653,-111.25,32.25
650,30.488543776441546,-110.5,32.25
651,30.102065317637216,-110.25,32.25
652,30.08974026643689,-110.0,32.25
653,29.90649329257296,-109.75,32.25
654,30.205197469781314,-109.5,32.25
655,29.998024994896976,-109.25,32.25
656,30.137750260513993,-109.0,32.25
657,30.220721609415843,-108.75,32.25
658,30.276470917133757,-108.5,32.25
659,30.23567277046207,-108.25,32.25
660,30.239454060405617,-108.0,32.25
661,30.04998424687745,-107.5,32.25
662,29.89408506750792,-107.25,32.25
663,29.888625808841496,-107.0,32.25
664,30.284387030155184,-106.5,32.25
665,30.051708093354065,-106.25,32.25
666,30.123475819268677,-106.0,32.25
667,29.99810317819132,-105.75,32.25
668,30.171064424738198,-105.5,32.25
669,30.211334512636174,-105.25,32.25
670,29.76355450034428,-105.0,32.25
671,29.69090178477927,-104.75,32.25
672,29.755099437696536,-104.5,32.25
673,29.94586278636304,-104.25,32.25
674,30.262953122330007,-104.0,32.25
675,30.225458919419907,-103.75,32.25
676,30.267102887088324,-103.5,32.25
677,30.265417715250244,-103.25,32.25
678,30.246195735571046,-103.0,32.25
679,30.230308029310365,-102.75,32.25
680,30.306577601098418,-102.5,32.25
681,30.310147077895145,-102.25,32.25
682,30.299247614125935,-102.0,32.25
683,30.304672636400657,-101.75,32.25
684,30.300653858862532,-101.5,32.25
685,30.36286441289569,-101.25,32.25
686,30.377646151451,-101.0,32.25
687,30.38928763398032,-100.75,32.25
688,30.451895615459833,-100.5,32.25
689,30.379351071800695,-100.0,32.25
690,30.42959468415267,-99.75,32.25
691,30.39676971829389,-99.5,32.25
692,30.309227109293435,-99.25,32.25
693,30.220884867516222,-99.0,32.25
694,30.27780483188466,-98.75,32.25
695,30.439713968521502,-98.5,32.25
696,30.236784464455784,-98.25,32.25
697,30.26726592846143,-98.0,32.25
698,30.204290820599105,-97.75,32.25
699,30.40454587928476,-97.5,32.25
700,30.563571616937853,-97.25,32.25
701,30.637118640749787,-97.0,32.25
702,30.600017592566125,-96.75,32.25
703,30.573040773236873,-96.5,32.25
704,30.605250809670768,-96.25,32.25
705,30.690104537186787,-95.75,32.25
706,30.65707632004901,-95.5,32.25
707,30.71548831758376,-95.25,32.25
708,30.85711332845788,-95.0,32.25
709,30.992296527292076,-94.75,32.25
710,31.08480575817073,-94.5,32.25
711,31.050257465365576,-94.25,32.25
712,30.09604862668829,-114.25,32.5
713,30.203274717207442,-114.0,32.5
714,30.075973070611674,-113.75,32.5
715,30.156277226794582,-113.5,32.5
716,30.11266234237253,-113.25,32.5
717,30.356670523570546,-113.0,32.5
718,30.118870767140134,-112.75,32.5
719,30.324633743542318,-112.5,32.5
720,30.498818931879494,-112.25,32.5
721,30.50914155322915,-112.0,32.5
722,30.52146136630416,-111.75,32.5
723,30.700166747361298,-111.5,32.5
724,30.27848981009671,-111.25,32.5
725,29.963558134835555,-111.0,32.5
726,30.178148005571877,-110.75,32.5
727,29.894718110959868,-110.5,32.5
728,30.199877478314402,-110.25,32.5
729,30.14022730188355,-109.75,32.5
